tEAM_AFL_DISPLAYNAME,tEAM_ALT_LOGO_TRIM_PRIME_B,tEAM_ALT_LOGO_TRIM_PRIME_G,tEAM_ALT_LOGO_TRIM_PRIME_R,tEAM_ALT_LOGO_TRIM_SEC_B,tEAM_ALT_LOGO_TRIM_SEC_G,tEAM_ALT_LOGO_TRIM_SEC_R,cONF_ID,tEAM_CITYID,dIV_ID,dIV_SLOTNUMBER,lEAGUE_ID,sTADIUM_ID,sTADIUM_ALT1_ID,tEAM_ISAFL,tEAM_ALT_LOGO,tEAM_ALT_LOGO_PRIME_B,tEAM_ALT_LOGO_PRIME_G,tEAM_ALT_LOGO_PRIME_R,tEAM_ALT_LOGO_SEC_B,tEAM_ALT_LOGO_SEC_G,tEAM_ASSETNAME,tEAM_ALT_LOGO_SEC_R,tEAM_ALTUNIFORMORDER,tEAM_BACKGROUNDCOLORB2,tEAM_BACKGROUNDCOLORG2,tEAM_BACKGROUNDCOLORR2,tEAM_BACKGROUNDCOLORB,tEAM_BACKGROUNDCOLORG,tEAM_BACKGROUNDCOLORR,tEAM_COACHDECALOFFSET,tEAM_HASCHEERLEADERS,tEAM_CROWDPALETTE,tEAM_COACHTEXTUREOFFSET,tEAM_DBASSETNAME,tEAM_DISPLAYNAME,tEAM_DEFPLAYBOOK,tEAM_DEFENSIVEDRILL,tEAM_ENDPLAY_ANIM_VAL,tEAM_ENDZONE1,tEAM_ENDZONE2,tEAM_LOCKED,tEAM_ID,tEAM_GROUP,tEAM_HAS_SECONDARY_COLOR,tEAM_LOGO,tEAM_LONGNAME,tEAM_LOGO_PRIMARYB,tEAM_LOGO_PRIMARYG,tEAM_LOGO_PRIMARYR,tEAM_LOGO_SMALL_ALT,tEAM_LOGO_SECONDARYB,tEAM_LOGO_SECONDARYG,tEAM_LOGO_SECONDARYR,tEAM_MIDFIELDLOGO,tEAM_NICKNAME,tEAM_SALARY,tEAM_ORIGID,tEAM_OFFPLAYBOOK,tEAM_ORDER,tEAM_OFFENSIVEDRILL,tEAM_PREFIX_NAME,tEAM_PREVSEASLOSSES,tEAM_PREVSEASTIES,tEAM_PREVSEASWINS,tEAM_RATINGDB,tEAM_RATINGDEF,tEAM_RATINGDL,tEAM_REPUTATION,tEAM_RATINGLB,tEAM_RATINGOFF,tEAM_RATINGOL,tEAM_RATINGOVR,tEAM_RATINGQB,tEAM_RATINGRB,tEAM_RATINGST,tEAM_ROSTER_TYPE,tEAM_RIVAL1,tEAM_RIVAL2,tEAM_RIVAL3,tEAM_SHOE,tEAM_SHORTNAME,tEAM_LOGO_TRIM_PRIME_B,tEAM_LOGO_TRIM_PRIME_G,tEAM_LOGO_TRIM_PRIME_R,tEAM_LOGO_TRIM_SEC_B,tEAM_LOGO_TRIM_SEC_G,tEAM_LOGO_TRIM_SEC_R,tEAM_TYPE,tEAM_UNIFORMASSETNAME,tEAM_AWAYUNIFORMORDER,tEAM_UNIFORM_PREFIX,tEAM_HOMEUNIFORMORDER,tEAM_VISIBLE,tEAM_RATINGWR
AFLD,ATPB,ATPG,ATPR,ATSB,ATSG,ATSR,CGID,CYID,DGID,DISN,LGID,SGID,SID1,TAFL,TALG,TAPB,TAPG,TAPR,TASB,TASG,TASN,TASR,TAUO,TB2B,TB2G,TB2R,TBCB,TBCG,TBCR,TCDO,TCHE,TCRP,TCTX,TDAN,TDNA,TDPB,TDWD,TEAV,TEZ1,TEZ2,TFLO,TGID,TGRP,THSC,TLGO,TLNA,TLPB,TLPG,TLPR,TLSA,TLSB,TLSG,TLSR,TMFL,TMNC,TMSA,TOID,TOPB,TORD,TOWD,TPFN,TPSL,TPST,TPSW,TRDB,TRDE,TRDL,TREP,TRLB,TROF,TROL,TROV,TRQB,TRRB,TRST,TRTP,TRV1,TRV2,TRV3,TSHO,TSNA,TTPB,TTPG,TTPR,TTSB,TTSG,TTSR,TTYP,TUAN,TUAW,TUFP,TUHO,TVIS,TWRR
